Bond Series,Original Loan Amount,Loan Purchase Date ,Purchase Year,Original Loan To Value,Loan Type ,SONYMA DPAL/CCAL Amount,Original Term,County,FIPS Code,Number of Units,Property Type,Housing Type,Household Size 
Series 148/149/150,$226950,12/13/2007,2007,87.29%,Conventional,$11348,480,Westchester,36119,1 Family,Condominium,Existing,1
Series 148/149/150,$150000,12/13/2007,2007,86.21%,Conventional,$7500,360,Rensselaer,36083,1 Family,Detached,Existing,2
Series 148/149/150,$122400,12/13/2007,2007,85%,Conventional,$6120,360,Onondaga,36067,1 Family,Detached,Existing,1
Series 148/149/150,$60800,12/13/2007,2007,80%,Conventional,$4657,240,Chemung,36015,1 Family,Detached,Existing,3
Series 148/149/150,$68000,12/13/2007,2007,80%,Conventional,,360,Warren,36113,1 Family,Detached,Existing,3
Series 148/149/150,$80000,12/13/2007,2007,80%,Conventional,,360,Erie,36029,1 Family,Detached,Existing,1
Series 148/149/150,$137200,12/13/2007,2007,80%,Conventional,$6860,360,Albany,36001,1 Family,Detached,Existing,1
Series 148/149/150,$148000,12/13/2007,2007,80%,Conventional,$7400,360,Oneida,36065,1 Family,Detached,Existing,1
Series 148/149/150,$192000,12/13/2007,2007,80%,Conventional,$9600,360,Suffolk,36103,1 Family,Condominium,New,1
Series 148/149/150,$125850,12/13/2007,2007,79.99%,Conventional,,360,Westchester,36119,1 Family,Cooperative,Existing,1
Series 148/149/150,$250000,12/13/2007,2007,79.12%,Conventional,$12397,360,Kings,36047,2 Family,Attached,New,3
Series 148/149/150,$227000,12/13/2007,2007,78.28%,Conventional,$11350,360,Richmond,36085,1 Family,Detached,Existing,1
Series 148/149/150,$114500,12/13/2007,2007,76.59%,Conventional,,240,Otsego,36077,1 Family,Detached,Existing,1
Series 148/149/150,$105000,12/13/2007,2007,75%,Conventional,$5250,360,Erie,36029,1 Family,Detached,Existing,1
Series 148/149/150,$64020,12/13/2007,2007,72.75%,Conventional,$4756,360,Tompkins,36109,1 Family,Detached,Existing,1
Series 148/149/150,$120000,12/13/2007,2007,70.59%,Conventional,,360,Nassau,36059,1 Family,Cooperative,Existing,1
Series 148/149/150,$170000,12/13/2007,2007,62.96%,Conventional,,360,Saratoga,36091,1 Family,Detached,Existing,3
Series 148/149/150,$48000,12/13/2007,2007,60.84%,Conventional,,360,Oneida,36065,1 Family,Detached,Existing,1
Series 148/149/150,$105000,12/13/2007,2007,59.32%,Conventional,$5250,360,Erie,36029,1 Family,Detached,New,1
Series 148/149/150,$136000,12/13/2007,2007,57.85%,Step,,360,Cayuga,36011,1 Family,Detached,New,4
Series 148/149/150,$45000,12/13/2007,2007,33.33%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,1
Series 148/149/150,$295940,12/20/2007,2007,97.03%,Step,$6198,360,Suffolk,36103,1 Family,Detached,New,3
Series 148/149/150,$104760,12/20/2007,2007,97%,Conventional,$5238,360,Onondaga,36067,1 Family,Attached,Existing,1
Series 148/149/150,$47045,12/20/2007,2007,97%,Conventional,$3648,360,Erie,36029,1 Family,Detached,Existing,1
Series 148/149/150,$48500,12/20/2007,2007,97%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,1
Series 148/149/150,$57715,12/20/2007,2007,97%,Conventional,$4007,360,Herkimer,36043,1 Family,Detached,Existing,2
Series 148/149/150,$64020,12/20/2007,2007,97%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,2
Series 148/149/150,$66590,12/20/2007,2007,97%,Conventional,$2851,360,Monroe,36055,1 Family,Detached,Existing,1
Series 148/149/150,$72750,12/20/2007,2007,97%,Conventional,$5000,360,Otsego,36077,1 Family,Detached,Existing,2
Series 148/149/150,$73720,12/20/2007,2007,97%,Conventional,$5000,360,Genesee,36037,1 Family,Detached,Existing,1
Series 148/149/150,$77600,12/20/2007,2007,97%,Conventional,$5000,480,Monroe,36055,1 Family,Detached,Existing,1
Series 148/149/150,$81004,12/20/2007,2007,97%,Conventional,$5000,360,Madison,36053,1 Family,Detached,Rehabilitation,2
Series 148/149/150,$90210,12/20/2007,2007,97%,Conventional,$4924,360,Erie,36029,1 Family,Detached,Existing,1
Series 148/149/150,$90210,12/20/2007,2007,97%,Conventional,$5000,360,Oneida,36065,1 Family,Detached,Existing,1
Series 148/149/150,$94914,12/20/2007,2007,97%,Conventional,$5000,360,Onondaga,36067,1 Family,Detached,Existing,2
Series 148/149/150,$111550,12/20/2007,2007,97%,Conventional,$3761,360,Broome,36007,1 Family,Detached,Existing,3
Series 148/149/150,$122220,12/20/2007,2007,97%,Conventional,$6111,360,Monroe,36055,1 Family,Detached,Existing,1
Series 148/149/150,$146467,12/20/2007,2007,97%,Conventional,$7323,360,Rensselaer,36083,1 Family,Detached,Rehabilitation,2
Series 148/149/150,$221160,12/20/2007,2007,97%,Conventional,$10640,480,Richmond,36085,1 Family,Detached,Existing,1
Series 148/149/150,$80510,12/20/2007,2007,97%,Conventional,$5000,360,Steuben,36101,1 Family,Manufactured,Existing,3
Series 148/149/150,$125033,12/20/2007,2007,97%,Conventional,$4933,360,Warren,36113,1 Family,Manufactured,Existing,3
Series 148/149/150,$48500,12/20/2007,2007,97%,Conventional,$5000,360,Wyoming,36121,2 Family,Detached,Existing,2
Series 148/149/150,$69840,12/20/2007,2007,97%,Conventional,$5000,360,Otsego,36077,2 Family,Detached,Existing,1
Series 148/149/150,$108155,12/20/2007,2007,97%,Conventional,$5408,360,Broome,36007,2 Family,Detached,Existing,4
Series 148/149/150,$104750,12/20/2007,2007,96.99%,Conventional,$5238,360,Chautauqua,36013,1 Family,Detached,Existing,1
Series 148/149/150,$69600,12/20/2007,2007,96.98%,Conventional,$5000,360,Niagara,36063,1 Family,Detached,Existing,2
Series 148/149/150,$54300,12/20/2007,2007,96.96%,Conventional,$5000,360,Chautauqua,36013,2 Family,Detached,Existing,2
Series 148/149/150,$63500,12/20/2007,2007,96.95%,Conventional,$5000,360,Broome,36007,1 Family,Detached,Existing,1
Series 148/149/150,$79500,12/20/2007,2007,96.95%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,2
Series 148/149/150,$72700,12/20/2007,2007,96.93%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,1
Series 148/149/150,$126000,12/20/2007,2007,96.92%,Conventional,,360,Oneida,36065,1 Family,Detached,Existing,1
Series 148/149/150,$290515,12/20/2007,2007,96.84%,Conventional,$14526,360,Suffolk,36103,1 Family,Detached,Existing,2
Series 148/149/150,$60000,12/20/2007,2007,96.77%,Conventional,,360,Oneida,36065,1 Family,Detached,Existing,1
Series 148/149/150,$175000,12/20/2007,2007,95.84%,Conventional,$6960,360,Dutchess,36027,1 Family,PUD,Existing,3
Series 148/149/150,$152050,12/20/2007,2007,95.03%,Conventional,$7603,360,Tompkins,36109,2 Family,Detached,Existing,1
Series 148/149/150,$63650,12/20/2007,2007,95%,Conventional,$4730,360,Oneida,36065,1 Family,Detached,Existing,2
Series 148/149/150,$66500,12/20/2007,2007,95%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,1
Series 148/149/150,$73150,12/20/2007,2007,95%,Conventional,$5000,360,Broome,36007,1 Family,Detached,Existing,2
Series 148/149/150,$80750,12/20/2007,2007,95%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,2
Series 148/149/150,$104500,12/20/2007,2007,95%,Conventional,$5225,360,Monroe,36055,1 Family,Detached,Existing,1
Series 148/149/150,$121600,12/20/2007,2007,95%,Conventional,$6080,360,Cayuga,36011,1 Family,Detached,Existing,1
Series 148/149/150,$123500,12/20/2007,2007,95%,Conventional,,360,Monroe,36055,1 Family,Detached,Existing,1
Series 148/149/150,$139135,12/20/2007,2007,95%,Conventional,$6957,360,Rensselaer,36083,2 Family,Detached,Rehabilitation,1
Series 148/149/150,$228000,12/20/2007,2007,95%,Step,$11238,360,Suffolk,36103,1 Family,Condominium,New,1
Series 148/149/150,$54600,12/20/2007,2007,94.96%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,1
Series 148/149/150,$191900,12/20/2007,2007,93.66%,Conventional,$9595,360,Schenectady,36093,1 Family,Detached,Existing,5
Series 148/149/150,$208190,12/20/2007,2007,91.71%,Conventional,$10410,360,Suffolk,36103,1 Family,Detached,Existing,3
Series 148/149/150,$53910,12/20/2007,2007,90%,Conventional,$5000,360,Steuben,36101,1 Family,Detached,Existing,1
Series 148/149/150,$74700,12/20/2007,2007,90%,Conventional,$4103,360,Oneida,36065,1 Family,Detached,Existing,1
Series 148/149/150,$177750,12/20/2007,2007,90%,Conventional,$8888,360,Tompkins,36109,1 Family,Detached,Existing,2
Series 148/149/150,$222750,12/20/2007,2007,90%,Conventional,$11138,480,Suffolk,36103,1 Family,Detached,Existing,3
Series 148/149/150,$274500,12/20/2007,2007,90%,Conventional,$13725,360,Suffolk,36103,1 Family,Detached,Existing,1
Series 148/149/150,$83700,12/20/2007,2007,90%,Conventional,$5000,360,Cortland,36023,3 Family,Detached,Existing,1
Series 148/149/150,$155250,12/20/2007,2007,90%,Conventional,,360,Dutchess,36027,1 Family,Condominium,Existing,1
Series 148/149/150,$169425,12/20/2007,2007,90%,Conventional,,360,Westchester,36119,1 Family,Cooperative,Existing,1
Series 148/149/150,$134550,12/20/2007,2007,89.7%,Conventional,,360,Suffolk,36103,1 Family,Cooperative,Existing,1
Series 148/149/150,$283700,12/20/2007,2007,87.64%,Conventional,$11893,360,Suffolk,36103,1 Family,Detached,Existing,3
Series 148/149/150,$137500,12/20/2007,2007,84.62%,Conventional,,360,Albany,36001,1 Family,Detached,Existing,1
Series 148/149/150,$34480,12/20/2007,2007,82.1%,Conventional,$3918,360,Chemung,36015,1 Family,Detached,Existing,2
Series 148/149/150,$60800,12/20/2007,2007,80%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,2
Series 148/149/150,$76632,12/20/2007,2007,80%,Conventional,$4160,360,Onondaga,36067,1 Family,Detached,Existing,1
Series 148/149/150,$80000,12/20/2007,2007,80%,Conventional,$5000,360,Niagara,36063,1 Family,Detached,Existing,2
Series 148/149/150,$84000,12/20/2007,2007,80%,Conventional,,360,Clinton,36019,1 Family,Detached,Existing,1
Series 148/149/150,$84000,12/20/2007,2007,80%,Conventional,,360,Onondaga,36067,1 Family,Detached,Existing,1
Series 148/149/150,$142400,12/20/2007,2007,80%,Conventional,$7120,360,Monroe,36055,1 Family,Detached,Existing,4
Series 148/149/150,$149200,12/20/2007,2007,80%,Conventional,,360,Rockland,36087,1 Family,Condominium,Existing,1
Series 148/149/150,$118300,12/20/2007,2007,79.99%,Conventional,,360,Monroe,36055,1 Family,Detached,Existing,1
Series 148/149/150,$138800,12/20/2007,2007,79.77%,Conventional,,360,Nassau,36059,1 Family,Cooperative,Existing,2
Series 148/149/150,$34400,12/20/2007,2007,76.61%,Conventional,$4456,360,Monroe,36055,1 Family,Detached,Existing,1
Series 148/149/150,$184000,12/20/2007,2007,75.68%,Step,,360,Niagara,36063,1 Family,Detached,New,1
Series 148/149/150,$90000,12/20/2007,2007,75%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,1
Series 148/149/150,$144750,12/20/2007,2007,75%,Conventional,,360,Westchester,36119,1 Family,Cooperative,Existing,1
Series 148/149/150,$50000,12/20/2007,2007,71.43%,Conventional,,360,Allegany,36003,1 Family,Detached,Existing,2
Series 148/149/150,$154750,12/20/2007,2007,70.34%,Conventional,$4597,480,Suffolk,36103,1 Family,Detached,Existing,2
Series 148/149/150,$81200,12/20/2007,2007,70%,Conventional,,360,Erie,36029,1 Family,Condominium,Existing,1
Series 148/149/150,$231385,12/20/2007,2007,69.8%,Conventional,$11569,360,Suffolk,36103,1 Family,Condominium,New,1
Series 148/149/150,$230000,12/20/2007,2007,69.7%,Conventional,$11500,360,Orange,36071,1 Family,Detached,New,2
Series 148/149/150,$95500,12/20/2007,2007,65.64%,Conventional,,360,Erie,36029,1 Family,Detached,Existing,3
Series 148/149/150,$29600,12/20/2007,2007,61.67%,Conventional,$3453,360,Erie,36029,1 Family,Detached,Existing,1
Series 148/149/150,$49500,12/20/2007,2007,58.58%,Conventional,,360,Broome,36007,1 Family,Detached,Existing,1
Series 148/149/150,$177851,12/20/2007,2007,57.62%,Conventional,$8893,360,Suffolk,36103,1 Family,Detached,New,1
Series 148/149/150,$174184,12/20/2007,2007,56.43%,Conventional,$8709,360,Suffolk,36103,1 Family,Detached,Existing,4
Series 148/149/150,$79000,12/20/2007,2007,23.83%,Conventional,,360,Suffolk,36103,1 Family,Condominium,New,1
Series 148/149/150,$74690,12/28/2007,2007,97%,Conventional,$5000,360,Albany,36001,1 Family,Attached,Existing,1
Series 148/149/150,$40740,12/28/2007,2007,97%,Conventional,$2147,360,Chemung,36015,1 Family,Detached,Existing,1
Series 148/149/150,$45347,12/28/2007,2007,97%,Conventional,$4088,360,Cattaraugus,36009,1 Family,Detached,Existing,1
Series 148/149/150,$47433,12/28/2007,2007,97%,Conventional,$4705,360,Wayne,36117,1 Family,Detached,Existing,2
Series 148/149/150,$49855,12/28/2007,2007,97%,Conventional,$4910,360,Wyoming,36121,1 Family,Detached,Rehabilitation,4
Series 148/149/150,$53350,12/28/2007,2007,97%,Conventional,$5000,360,Madison,36053,1 Family,Detached,Existing,2
Series 148/149/150,$58200,12/28/2007,2007,97%,Conventional,$4523,360,Erie,36029,1 Family,Detached,Existing,1
Series 148/149/150,$63050,12/28/2007,2007,97%,Conventional,$5000,360,Niagara,36063,1 Family,Detached,Existing,1
Series 148/149/150,$63535,12/28/2007,2007,97%,Conventional,$5000,360,Onondaga,36067,1 Family,Detached,Existing,3
Series 148/149/150,$77503,12/28/2007,2007,97%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,1
Series 148/149/150,$81965,12/28/2007,2007,97%,Conventional,$5000,360,Chautauqua,36013,1 Family,Detached,Existing,3
Series 148/149/150,$91180,12/28/2007,2007,97%,Conventional,$5000,360,Onondaga,36067,1 Family,Detached,Existing,2
Series 148/149/150,$91665,12/28/2007,2007,97%,Conventional,$4620,360,Wayne,36117,1 Family,Detached,Existing,1
Series 148/149/150,$102529,12/28/2007,2007,97%,Conventional,$5126,360,Erie,36029,1 Family,Detached,Existing,2
Series 148/149/150,$103790,12/28/2007,2007,97%,Conventional,$5190,360,Schenectady,36093,1 Family,Detached,Existing,5
Series 148/149/150,$106700,12/28/2007,2007,97%,Conventional,$5335,360,Erie,36029,1 Family,Detached,Existing,1
Series 148/149/150,$110580,12/28/2007,2007,97%,Conventional,$5529,360,Erie,36029,1 Family,Detached,Existing,1
Series 148/149/150,$111550,12/28/2007,2007,97%,Conventional,$3081,360,Madison,36053,1 Family,Detached,Existing,3
Series 148/149/150,$115430,12/28/2007,2007,97%,Conventional,$5772,360,Erie,36029,1 Family,Detached,Existing,2
Series 148/149/150,$122220,12/28/2007,2007,97%,Conventional,$6111,360,Erie,36029,1 Family,Detached,Existing,4
Series 148/149/150,$139825,12/28/2007,2007,97%,Conventional,$6991,360,Tioga,36107,1 Family,Detached,Existing,1
Series 148/149/150,$140650,12/28/2007,2007,97%,Conventional,,360,Erie,36029,1 Family,Detached,Existing,1
Series 148/149/150,$66930,12/28/2007,2007,97%,Conventional,$4146,360,Tompkins,36109,1 Family,Manufactured,Existing,1
Series 148/149/150,$58200,12/28/2007,2007,97%,Conventional,$5000,360,Erie,36029,2 Family,Detached,Existing,1
Series 148/149/150,$88150,12/28/2007,2007,96.97%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,1
Series 148/149/150,$44600,12/28/2007,2007,96.96%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,1
Series 148/149/150,$89200,12/28/2007,2007,96.96%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,1
Series 148/149/150,$57200,12/28/2007,2007,96.95%,Conventional,$5000,360,Oneida,36065,1 Family,Detached,Existing,1
Series 148/149/150,$56700,12/28/2007,2007,96.92%,Conventional,,360,Erie,36029,1 Family,Detached,Existing,1
Series 148/149/150,$116300,12/28/2007,2007,96.92%,Conventional,$5815,360,Bronx,36005,1 Family,Condominium,Existing,1
Series 148/149/150,$84300,12/28/2007,2007,96.9%,Conventional,$5000,360,Wayne,36117,2 Family,Detached,Existing,1
Series 148/149/150,$81500,12/28/2007,2007,96.45%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,1
Series 148/149/150,$158650,12/28/2007,2007,95%,Conventional,,360,Albany,36001,1 Family,Attached,Existing,1
Series 148/149/150,$85405,12/28/2007,2007,95%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,1
Series 148/149/150,$119700,12/28/2007,2007,95%,Conventional,$5985,360,Erie,36029,1 Family,Detached,Existing,1
Series 148/149/150,$131100,12/28/2007,2007,95%,Conventional,$6555,360,Monroe,36055,1 Family,Detached,Existing,1
Series 148/149/150,$37900,12/28/2007,2007,94.99%,Conventional,$4559,360,Monroe,36055,1 Family,Detached,Existing,3
Series 148/149/150,$132890,12/28/2007,2007,94.92%,Conventional,$6645,360,Ulster,36111,1 Family,Detached,Existing,4
Series 148/149/150,$132000,12/28/2007,2007,94.29%,Conventional,,360,Albany,36001,1 Family,Condominium,Existing,1
Series 148/149/150,$184125,12/28/2007,2007,92.06%,Conventional,$8673,360,Tompkins,36109,1 Family,Detached,Existing,4
Series 148/149/150,$62000,12/28/2007,2007,91.18%,Conventional,$5000,360,Niagara,36063,1 Family,Detached,Existing,1
Series 148/149/150,$99000,12/28/2007,2007,90%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,1
Series 148/149/150,$135000,12/28/2007,2007,90%,Conventional,$6750,360,Cayuga,36011,1 Family,Detached,Existing,1
Series 148/149/150,$216000,12/28/2007,2007,90%,Conventional,$9563,360,Suffolk,36103,1 Family,Condominium,New,1
Series 148/149/150,$234000,12/28/2007,2007,90%,Step,$8575,360,Suffolk,36103,1 Family,Condominium,New,1
Series 148/149/150,$145800,12/28/2007,2007,89.72%,Conventional,,360,Westchester,36119,1 Family,Cooperative,Existing,1
Series 148/149/150,$134100,12/28/2007,2007,89.7%,Conventional,,360,Onondaga,36067,1 Family,Detached,Existing,1
Series 148/149/150,$69500,12/28/2007,2007,89.68%,Conventional,$5000,360,Onondaga,36067,1 Family,Detached,Existing,4
Series 148/149/150,$156465,12/28/2007,2007,89.66%,Conventional,$7823,360,Ulster,36111,1 Family,Detached,Existing,3
Series 148/149/150,$250000,12/28/2007,2007,89.45%,Conventional,$12500,360,Suffolk,36103,1 Family,Detached,Existing,1
Series 148/149/150,$65600,12/28/2007,2007,80%,Conventional,$5000,360,Schenectady,36093,1 Family,Detached,Existing,1
Series 148/149/150,$359600,12/28/2007,2007,80%,Conventional,,360,Nassau,36059,1 Family,Detached,Existing,3
Series 148/149/150,$300000,12/28/2007,2007,80%,Conventional,$13244,360,Kings,36047,1 Family,Condominium,Existing,1
Series 148/149/150,$271500,12/28/2007,2007,79.85%,Conventional,$13575,480,Suffolk,36103,1 Family,Detached,Existing,2
Series 148/149/150,$149500,12/28/2007,2007,78.89%,Conventional,$7475,360,Dutchess,36027,1 Family,Condominium,Existing,1
Series 148/149/150,$90000,12/28/2007,2007,75%,Conventional,,360,Warren,36113,1 Family,Detached,Existing,1
Series 148/149/150,$108500,12/28/2007,2007,70%,Conventional,,360,Westchester,36119,1 Family,Cooperative,Existing,1
Series 148/149/150,$180750,12/28/2007,2007,69.52%,Conventional,$9038,480,Suffolk,36103,1 Family,Detached,Existing,1
Series 148/149/150,$275000,12/28/2007,2007,68.75%,Conventional,,480,Westchester,36119,1 Family,Condominium,Existing,1
Series 148/149/150,$83026,12/28/2007,2007,66.94%,Conventional,$5000,360,Tompkins,36109,1 Family,Detached,New,2
Series 148/149/150,$131862,12/28/2007,2007,65.32%,Conventional,$3450,360,Nassau,36059,1 Family,Cooperative,Existing,2
Series 148/149/150,$56500,12/28/2007,2007,64.2%,Conventional,,360,Monroe,36055,1 Family,Detached,Existing,1
Series 148/149/150,$53500,12/28/2007,2007,64.07%,Conventional,$5000,360,Ulster,36111,1 Family,Detached,Existing,1
Series 148/149/150,$50000,12/28/2007,2007,55.56%,Conventional,,360,Erie,36029,1 Family,Detached,Existing,1
Series 148/149/150,$84000,12/28/2007,2007,31.7%,Conventional,$3284,360,Suffolk,36103,1 Family,Detached,Existing,2
Series 148/149/150,$29100,01/04/2008,2008,97%,Conventional,$5000,240,Allegany,36003,1 Family,Detached,Existing,1
Series 148/149/150,$47530,01/04/2008,2008,97%,Conventional,$3918,360,Monroe,36055,1 Family,Detached,Existing,2
Series 148/149/150,$70325,01/04/2008,2008,97%,Conventional,$5000,360,Oneida,36065,1 Family,Detached,Existing,2
Series 148/149/150,$72750,01/04/2008,2008,97%,Conventional,$4124,360,Monroe,36055,1 Family,Detached,Existing,4
Series 148/149/150,$80510,01/04/2008,2008,97%,Conventional,$3016,360,Monroe,36055,1 Family,Detached,Existing,2
Series 148/149/150,$82450,01/04/2008,2008,97%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,1
Series 148/149/150,$83711,01/04/2008,2008,97%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,1
Series 148/149/150,$87300,01/04/2008,2008,97%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,3
Series 148/149/150,$106700,01/04/2008,2008,97%,Conventional,$5130,360,Erie,36029,1 Family,Detached,Existing,2
Series 148/149/150,$118825,01/04/2008,2008,97%,Conventional,$5941,360,Monroe,36055,1 Family,Detached,Existing,1
Series 148/149/150,$121250,01/04/2008,2008,97%,Conventional,$4607,360,Erie,36029,1 Family,Detached,Existing,3
Series 148/149/150,$145500,01/04/2008,2008,97%,Conventional,$7275,360,Onondaga,36067,1 Family,Detached,Existing,1
Series 148/149/150,$169750,01/04/2008,2008,97%,Conventional,$8488,360,Sullivan,36105,1 Family,Detached,Existing,2
Series 148/149/150,$203700,01/04/2008,2008,97%,Conventional,$10185,480,Albany,36001,1 Family,Detached,Existing,4
Series 148/149/150,$76048,01/04/2008,2008,97%,Conventional,$5000,360,Onondaga,36067,2 Family,Detached,Existing,1
Series 148/149/150,$66930,01/04/2008,2008,97%,Conventional,$4994,360,Erie,36029,1 Family,Condominium,Existing,1
Series 148/149/150,$208800,01/04/2008,2008,96.99%,Conventional,$10440,360,Dutchess,36027,1 Family,Detached,Existing,2
Series 148/149/150,$77100,01/04/2008,2008,96.98%,Conventional,$5000,360,Wayne,36117,1 Family,Detached,Existing,1
Series 148/149/150,$128000,01/04/2008,2008,96.97%,Conventional,$6400,360,Monroe,36055,1 Family,Detached,Existing,2
Series 148/149/150,$86300,01/04/2008,2008,96.97%,Conventional,$5000,360,Monroe,36055,1 Family,PUD,Existing,1
Series 148/149/150,$56200,01/04/2008,2008,96.9%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,1
Series 148/149/150,$96515,01/04/2008,2008,96.52%,Conventional,$5000,360,Chenango,36017,1 Family,Detached,Existing,1
Series 148/149/150,$180705,01/04/2008,2008,96.07%,Step,$8540,360,Yates,36123,1 Family,Detached,New,4
Series 148/149/150,$159360,01/04/2008,2008,96%,Conventional,$7968,360,Ulster,36111,1 Family,Detached,Existing,1
Series 148/149/150,$85500,01/04/2008,2008,95%,Conventional,$5000,360,Livingston,36051,1 Family,Detached,Existing,1
Series 148/149/150,$96900,01/04/2008,2008,95%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,2
Series 148/149/150,$157600,01/04/2008,2008,95%,Conventional,$7880,360,Monroe,36055,1 Family,Detached,Existing,3
Series 148/149/150,$137750,01/04/2008,2008,95%,Conventional,$6888,360,Dutchess,36027,1 Family,Condominium,Existing,1
Series 148/149/150,$247000,01/04/2008,2008,95%,Step,$12072,360,Suffolk,36103,1 Family,Condominium,New,2
Series 148/149/150,$203775,01/04/2008,2008,94.78%,Conventional,,360,Suffolk,36103,1 Family,Detached,Existing,1
Series 148/149/150,$87500,01/04/2008,2008,94.09%,Conventional,$4910,360,Erie,36029,1 Family,Detached,Existing,1
Series 148/149/150,$65800,01/04/2008,2008,94%,Conventional,$5000,360,Broome,36007,2 Family,Detached,Existing,1
Series 148/149/150,$141470,01/04/2008,2008,93.69%,Conventional,$7074,360,Ulster,36111,1 Family,Detached,Existing,1
Series 148/149/150,$251000,01/04/2008,2008,92.96%,Conventional,$10841,480,Suffolk,36103,1 Family,Detached,Existing,4
Series 148/149/150,$37049,01/04/2008,2008,92.17%,Conventional,$5000,360,Chautauqua,36013,1 Family,Detached,Existing,1
Series 148/149/150,$188000,01/04/2008,2008,91.71%,Conventional,$9400,480,Orange,36071,1 Family,Detached,Existing,3
Series 148/149/150,$90000,01/04/2008,2008,90%,Conventional,$5000,360,Oswego,36075,1 Family,Detached,Existing,1
Series 148/149/150,$119700,01/04/2008,2008,90%,Conventional,,360,Tompkins,36109,1 Family,Detached,Existing,3
Series 148/149/150,$168750,01/04/2008,2008,90%,Conventional,$8438,360,Ulster,36111,1 Family,Detached,Existing,1
Series 148/149/150,$202500,01/04/2008,2008,90%,Conventional,,360,Rockland,36087,1 Family,Condominium,Existing,1
Series 148/149/150,$96800,01/04/2008,2008,88%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,3
Series 148/149/150,$120000,01/04/2008,2008,85.71%,Conventional,$6000,360,Erie,36029,1 Family,Detached,Existing,1
Series 148/149/150,$174265,01/04/2008,2008,85.31%,Step,$8713,360,Onondaga,36067,1 Family,Detached,New,4
Series 148/149/150,$117300,01/04/2008,2008,85%,Conventional,,360,Onondaga,36067,1 Family,Detached,Existing,2
Series 148/149/150,$36000,01/04/2008,2008,80%,Conventional,$3180,360,Niagara,36063,1 Family,Detached,Existing,1
Series 148/149/150,$48000,01/04/2008,2008,80%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,1
Series 148/149/150,$69200,01/04/2008,2008,80%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,1
Series 148/149/150,$105600,01/04/2008,2008,80%,Conventional,,240,Wayne,36117,1 Family,Detached,Existing,4
Series 148/149/150,$112400,01/04/2008,2008,80%,Conventional,$5620,360,Monroe,36055,1 Family,Detached,Existing,2
Series 148/149/150,$200000,01/04/2008,2008,80%,Conventional,$10000,480,Orange,36071,1 Family,Detached,Existing,5
Series 148/149/150,$251600,01/04/2008,2008,80%,Conventional,,360,Suffolk,36103,1 Family,Detached,Existing,3
Series 148/149/150,$292000,01/04/2008,2008,80%,Step,$14600,360,Queens,36081,1 Family,Condominium,New,4
Series 148/149/150,$172000,01/04/2008,2008,80%,Conventional,,360,Nassau,36059,1 Family,Cooperative,Existing,1
Series 148/149/150,$345200,01/04/2008,2008,79.91%,Conventional,$17260,360,Nassau,36059,1 Family,Detached,Existing,2
Series 148/149/150,$279600,01/04/2008,2008,79.89%,Conventional,$13980,360,Suffolk,36103,1 Family,Detached,Existing,2
Series 148/149/150,$105000,01/04/2008,2008,79.55%,Conventional,$5250,360,Clinton,36019,1 Family,Condominium,Existing,1
Series 148/149/150,$104000,01/04/2008,2008,77.61%,Conventional,$5200,360,Monroe,36055,1 Family,Condominium,Existing,2
Series 148/149/150,$130000,01/04/2008,2008,75.14%,Conventional,$6500,360,Albany,36001,1 Family,Detached,Existing,1
Series 148/149/150,$89000,01/04/2008,2008,71.2%,Conventional,,360,Livingston,36051,1 Family,Detached,Existing,3
Series 148/149/150,$80000,01/04/2008,2008,59.26%,Conventional,,360,Suffolk,36103,1 Family,Cooperative,Existing,1
Series 148/149/150,$37500,01/04/2008,2008,50%,Conventional,$3170,360,Erie,36029,1 Family,Detached,Existing,1
Series 148/149/150,$149204,01/04/2008,2008,45.01%,Conventional,$7460,360,Suffolk,36103,1 Family,Condominium,New,2
